sub-id,movie_name,movie_num,scene,text
sub-12,the_prisoner,7,150,"The storekeeper produces this one in color, but simply a larger version of the same local area, and he remarks that other maps are not in demand."
sub-12,the_prisoner,7,153,"When the man in black exits the store, the storekeeper says, “I’ll be seeing you,” which was the same closing salutation used by the taxi driver."
sub-12,bus_stop,10,10000,The Bus Stop.
sub-12,bus_stop,10,182,You see a man standing on a street corner at a bus stop.
sub-12,bus_stop,10,182,This is a very hot day.
sub-12,bus_stop,10,182,"He's sweating, and he has a carton of ice cream in a plastic bag he's holding."
sub-12,bus_stop,10,183,"He’s listening to his headphones waiting for the bus, when there is at the side of the frame an SUV stopped outside of a pay telephone."
sub-12,bus_stop,10,"183,184","A woman gets out and attempts to use the phone, is frustrated, smashes the phone back in the terminal."
sub-12,bus_stop,10,"185,186","She approaches the man at the bus stop, asking if she could use his phone."
sub-12,bus_stop,10,186,She's very arrogant.
sub-12,bus_stop,10,186,"He complies, and she gets a few steps away and makes a phone call."
sub-12,bus_stop,10,187,She's very distraught and seems to be angry with the person she's speaking to and asking about another person’s welfare.
sub-12,bus_stop,10,189,"She smashes the phone against the ground,"
sub-12,bus_stop,10,190,"and the man at the bus stop remarks that it is broken, and asks if he could have maybe sixty dollars to help replace it."
sub-12,bus_stop,10,190,She pays him no attention.
sub-12,bus_stop,10,192,A second vehicle arrives and parks under a bridge.
sub-12,bus_stop,10,195,"A man exits, and this seems to be the person whom the woman was waiting for or speaking to earlier on the phone."
sub-12,bus_stop,10,199,"The man at the bus stop recognizes the man in the car as a magician named Aldini, who often performs at a local casino and recognizes the woman as his assistant."
sub-12,bus_stop,10,"204,205",The assistant goes to the trunk of Aldini’s car and opens it.
sub-12,bus_stop,10,"205,200,201","We cannot see what she sees, but she appears very distraught by what she sees in the trunk of the car, and she pulls a gun on Aldini, who produces one of his own."
sub-12,bus_stop,10,202,The assistant fires into the air.
sub-12,bus_stop,10,"206,208","While the assistant was inspecting the trunk of the car, Aldini performed a kind of spell over the bus stop man, which at first seemed to hypnotize him, causing him to lose consciousness,"
sub-12,bus_stop,10,209,"and then upon wakening, seemed to believe that he was a dog,"
sub-12,bus_stop,10,213,and he laps at the melted ice cream that had spilled from his bag earlier.
sub-12,bus_stop,10,"211,212","Aldini and his assistant are both at a stand-off, and each shoots the other."
sub-12,bus_stop,10,213,"The man from the bus stop, who is now behaving as if he were a dog, begins to crawl down the street."
sub-12,bus_stop,10,214,"And then we see a second person as a dog, a woman who possibly was in the trunk of Aldini’s car,"
sub-12,bus_stop,10,216,and then they go together as dogs.
sub-12,keith_reynolds,5,5000,"I can’t remember the title of an animated sequence, which was done entirely in the profile of a multi-story office building."
sub-12,keith_reynolds,5,5000,"I believe it was called Philip Reynolds, after the main character."
sub-12,keith_reynolds,5,85,"Philip Reynolds has worked in the office for 8 years, and today he is expecting a promotion."
sub-12,keith_reynolds,5,"86,87","He first takes the elevator up to an employee’s lounge, where every day he offers a cup of coffee to his coworker Sara, who every day refuses."
sub-12,keith_reynolds,5,"87,88","And today she tosses the coffee out the window, which seems to hit a window washer in the face and cause him to fall."
sub-12,keith_reynolds,5,90,"And while this is happening, another employee at the company, possibly Philip’s rival,"
sub-12,keith_reynolds,5,90,"his last name is Campbell,"
sub-12,keith_reynolds,5,90,"has received a promotion of his own, possibly the one that Philip was waiting for."
sub-12,keith_reynolds,5,92,Campbell goes to tell Sara the news of his promotion.
sub-12,keith_reynolds,5,"92,93","She's pleased, and they're kissing in the employee’s lounge."
sub-12,keith_reynolds,5,"91,93","Meanwhile, Philip has discovered that he has not been promoted, and he goes back downstairs to the lounge to discover Campbell and Sara kissing."
sub-12,keith_reynolds,5,94,Campbell goes onto the elevator.
sub-12,keith_reynolds,5,96,"And Reynolds kills Campbell in the elevator,"
sub-12,keith_reynolds,5,98,"later dragging him out to one of the upper floors, and dragging his body down the stairs."
sub-12,keith_reynolds,5,"97,99","They soon find another employee who’s taken the stairs, rather than the elevator, as part of her New Year’s resolution, and she faints,"
sub-12,keith_reynolds,5,101,and Reynolds finally has the idea to use the ladder he had earlier seen against the outside of the building and exit with Campbell’s body.
sub-12,keith_reynolds,5,105,"I believe Campbell’s body falls to the ground, and when Reynolds goes out the window onto the ladder, the ladder begins to sway."
sub-12,keith_reynolds,5,"105,106","And Reynolds is face-to-face with a janitor whom he had never seen before, and he reflects that most people, like him, share the same desires and ambitions."
sub-12,post_it_love,9,9000,Post-It Love.
sub-12,post_it_love,9,"167,168","There is a young man and a young woman working in an office, making copies in copy machines on either side of a partition."
sub-12,post_it_love,9,"169,170,171","They notice each other, and when the young man returns to his desk, he opens a blue folder, and finds inside post-it notes in the shape of a smiley face."
sub-12,post_it_love,9,172,"He looks over to see the young woman, who was watching his reaction,"
sub-12,post_it_love,9,174,"and later that day or the next day, the young woman approaches her cubicle and raises the blinds and finds post-it notes in the shape of a sun against the window."
sub-12,post_it_love,9,175,And later the man finds post-its in the shape of a heart in a thought cloud on what I believe was the door of a bathroom stall.
sub-12,post_it_love,9,176,"And we see the young woman in a supply closet, where she sees a post-it message of a bouquet of flowers."
sub-12,post_it_love,9,"177,178,180","She leaves the supply closet with an armload of post-its of different colors and sizes, only to walk in on the young man completing a mural-sized post-it mosaic of the two of them, and she's very moved."
sub-12,the_black_hole,8,8000,The Black Hole.
sub-12,the_black_hole,8,155,"We see another man in an office, at a copy machine, in a very dimly lit environment."
sub-12,the_black_hole,8,156,"The copy machine seems to malfunction and produces a sheet of paper with a large black circle in the center, which he puts to the side, and continues to make his copies."
sub-12,the_black_hole,8,157,"He finishes a cup of coffee, which he absentmindedly tosses off to the side and finds it disappears into the hole."
sub-12,the_black_hole,8,158,"He reaches his hand in to retrieve it, and discovers that this hole is..."
