movie_num,seg_num,seg_start_time,subseg_num,subseg_start_time,text
2,31,6.58,1,6.58,"the woman takes out the record, which also says ""A SINGLE LIFE"". ""A film by JOB, JORIS AND MARKIEKE"" appears in white text in the bottom right corner"
2,32,7.010000000000001,1,7.01,"The woman stands up and turns around to her record player, which sits on a desk beside her"
2,32,7.010000000000001,2,7.04,Close up of the woman placing the record player needle on the record. Cheerful music starts playing
2,32,7.010000000000001,3,7.06,The woman sits back down and sways a bit to the music. She picks up a slice of pizza and brings it to her mouth when...
2,33,7.11,1,7.11,"Suddenly, the record skips ahead and the screen flashes white momentarily. Part of the pizza has disappeared"
2,33,7.11,2,7.13,The woman is surprised. She frowns down at the record player before getting ready to eat her pizza again
2,34,7.17,1,7.17,"When the woman looks down at her pizza, she notices that a part of it is missing. She holds it in her hand, examining it, before looking at the record player inquisitively"
2,34,7.17,2,7.2,"Camera slowly zooms into the record player, which continues to spin"
2,34,7.17,3,7.22,"The woman looks away and thinks for a moment, before realizing something"
2,35,7.24,1,7.24,"The woman reaches out with her hand and stops the record player, stopping the music"
2,35,7.24,2,7.27,"The woman spins the record backwards. The pizza in her hand magically grows back, as if time were reversed."
2,35,7.24,3,7.29,The woman is surprised. She spins the record back and forth to see that part of the pizza disappears and reappears with the record spinning
2,35,7.24,4,7.33,The woman smiles at the record player and starts spinning it back rapidly
2,35,7.24,5,7.35,"View of the pizza box on a couch and a candle on the table. As the record spins backwards, the number of pizzas in the box reduces and the candle shrinks. As the record spins forward, the number of pizzas increases and the candle grows"
2,35,7.24,6,7.38,"View of the woman, who looks at the pizza box momentarily"
2,36,7.4,1,7.4,The woman realizes something else and smiles widely
2,36,7.4,2,7.42,The woman gets up to grab the record player's needle. She lifts it up before...
2,36,7.4,3,7.44,"The screen flashes white for an instant and the scene changes. The walls turn white, the furniture and decor change, the woman's clothes change, even the woman's hairstyle changes. She looks around, smiling for a bit"
2,36,7.4,4,7.49,"The woman looks down at her stomach, noticing that she is pregnant."
2,36,7.4,5,7.52,The woman rubs her stomach and thinks before getting another idea. She walks up to the record player again
2,37,7.5600000000000005,1,7.56,"The woman moves the record back and forth twice, watching her stomach grow and retract"
2,37,7.5600000000000005,2,7.58,The woman gets another idea and starts spinning the record forward rapidly until...
2,37,7.5600000000000005,3,8.0,"A white flash and a popping sound, and the woman is holding a baby."
2,37,7.5600000000000005,4,8.02,"The baby starts crying, which appears to annoy the woman. She grabs the needle again, lifts it up and places it down on another location when..."
2,38,8.05,1,8.05,"Another white flash and the room changes to a child's room. The woman is now a little girl holding a doll. She looks, surprised, at the doll momentarily"
2,38,8.05,2,8.07,"She looks down at herself, surprised, before dropping the doll and walking over to the turntable"
2,38,8.05,3,8.1,"Close up of the turntable. The girl reaches over, searching for the needle before accidentally knocking it up into the air"
2,39,8.12,1,8.12,Another white flash and the scene changes again. The girl is now older and has gray hair. She sits in a wheelchair with a broken leg.
2,39,8.12,2,8.15,"The woman notices her broken leg. She looks surprised, then disappointed"
2,39,8.12,3,8.17,The woman starts rolling over to the record player when....
2,39,8.12,4,8.19,"The record skips, and the woman is back to her original position. She rolls forward again, more determined and annoyed before...."
2,39,8.12,5,8.24,"The record skips again, and the woman is back where she started. She starts to roll forward again, more rapidly"
2,39,8.12,6,8.26,"The record skips again, and the woman is back where she started."
2,39,8.12,7,8.28,"Close up of the woman's face; she looks determined. She holds her hands at the wheels of her wheelchair, ready to roll again"
2,39,8.12,8,8.3,The record skips again and the woman tries to roll forward but the wheelchair falls back and she lands on the floor
2,39,8.12,9,8.32,"The impact shakes the record player, and the needle jumps up before landing again"
2,40,8.34,1,8.34,"When the needle lands again, the scene changes once again. The woman is now old and in what looks like a nursing home. She lies on the floor momentarily before getting up"
2,40,8.34,2,8.35,"Standing up with the aid of a walker, the woman smiles and admires her surroundings for a bit. The music on the record is intensifying, leading up to an end"
2,40,8.34,3,8.39,The woman then realizes that the song is close to ending. She shakes her arms in distress and starts hurrying towards the record player with her walker
2,40,8.34,4,8.41,The needle reaches the end of the record and the song ends
2,41,8.43,1,8.43,"Another white flash. A blue urn lands on the floor, and the walker falls in the background. The urn's lid rattles for a moment"
2,41,8.43,2,8.46,Close up of the record player. The record stops spinning and the needle moves to the side
3,42,8.49,1,8.49,"""THE BOYFRIEND"" in bold white text fades in on a black screen before fading out"
3,42,8.49,2,8.54,"The letters of ""high maintenance"" appear in the center of the screen one by one in white text. A simple jingle plays in the background"
3,43,9.0,1,9.0,View of the back of a man's head. He's sitting at a table across from a woman and eating dinner. The woman looks at the man
3,43,9.0,2,9.09,View of the man over the woman's shoulder. He's looking down at his plate and cutting something with his knife and fork
3,43,9.0,3,9.11,Close up of the woman's face. She's looking down and chewing something
3,43,9.0,4,9.14,Close up of the man's face. He's also looking down and chewing
3,43,9.0,5,9.16,Side view of the woman's face. She uses her fork to eat something before looking up
3,43,9.0,6,9.19,Side view of the man's face. He eats a bite while looking down
3,44,9.22,1,9.22,The woman stands up and grabs a bottle of wine to her side. She walks over to the man
3,44,9.22,2,9.25,"The woman begins to pour wine for the man, but he covers his glass with his hand"
3,44,9.22,3,9.27,"The man, without looking up says ""not for me dear"" and continues eating"
3,44,9.22,4,9.29,"The woman sits back down and glances at the man before saying ""you know it's our anniversary"""
3,45,9.36,1,9.36,"The man stops eating and looks at the woman, saying ""you know I can't drink wine or alcohol"" before starting to eat again"
3,45,9.36,2,9.39,"The woman picks up her wine glass and downs it in a few gulps while looking at the man. When she finishes, she sighs and looks at the man pointedly."
3,45,9.36,3,9.51,"The woman sets down her wine glass with a ""clink"" sound. She smiles, sighs and then pours more wine for herself."
3,45,9.36,4,9.59,"The man says ""the asparagus is very tender"""
3,46,10.01,1,10.01,"The woman replies ""oh yeah"". The man continues to eat without looking up"
3,46,10.01,2,10.04,"Side view of the woman's face. She says ""They say it's an aphrodisiac"" while looking at the man"
3,46,10.01,3,10.09,"Side view of the man's face. He looks up and asks ""Who does?"""
3,46,10.01,4,10.11,"The woman replies ""Oh, I don't know. People. That's just what people say"" while eating another bite of food"
3,46,10.01,5,10.18,The man continues to look down and not say anything. The woman glances up at the man but doesn't say anything
3,47,10.23,1,10.23,"The man looks up and says ""So dear, how was your day?"""
3,47,10.23,2,10.25,"The woman, furious, gets up and says ""Oh geez. Shut up and have a drink!"" as she throws her glass of wine at the man."
3,47,10.23,3,10.29,"The woman sits down, agitated and says ""You're a computer analyst, not a fucking surgeon! Why can't you, I don't know, relax for once in your life?!"""
3,48,10.36,1,10.35,The man takes something out of his pocket
3,48,10.36,2,10.37,"The woman says angrily ""Oh don't you dare"""
3,48,10.36,3,10.39,"The man, with wine still on his face puts a cigarette in his mouth and starts to smoke. The woman stands up and says ""Don't you dare smoke in my house!"""
3,48,10.36,4,10.41,The man starts to smoke but the woman storms over and pulls the cigarette out of his mouth.
3,48,10.36,5,10.45,The woman walks back across the room and angrily  puts the cigarette out in an ashtray
3,48,10.36,6,10.47,The woman looks back across the room to see that the man is lighting another cigarette
3,49,10.51,1,10.51,"The woman sits down and says, frustrated, ""Yeah, that's right. Passive smoke. That's, exactly what I wanted for my anniversary"". The man continues to look down and smoke"
3,49,10.51,2,10.56,"The woman continues, ""followed by some stilted conversation. And if I'm really lucky, by some short, mechanical sex."""
3,49,10.51,3,11.07,The man looks up at the woman
3,49,10.51,4,11.09,"The woman looks down, avoiding eye contact for a moment but glances up"
3,49,10.51,5,11.12,The man continues to stare at the woman. He swallows
3,49,10.51,6,11.14,The woman looks back before saying....
3,50,11.18,1,11.18,"The woman says ""I'm sorry."" and begins to stand up"
3,50,11.18,2,11.21,"The woman walks across the room to the man, and says ""Come here"""
3,50,11.18,3,11.25,"The woman sits down in the man's lap and hugs him, saying ""There, there. I didn't mean what I said""."
3,50,11.18,4,11.35,"The woman holds the man's head closer, stroking his hair."
3,51,11.38,1,11.38,The woman's hand traces the man's head to his neck. She pulls down the man's shirt collar to reveal a switch on his neck.
3,51,11.38,2,11.44,Close up of the woman's face. She blinks
3,51,11.38,3,11.46,"The woman's hand slides to the switch. She pushes it down with a ""click"" sound"
3,51,11.38,4,11.5,"Close up of the man's face. With a whine sound, his neck droops and he lies on the woman's shoulder, seemingly unconscious"
3,52,11.53,1,11.53,"The woman pushes the man off her shoulder with a grunt, stands up, and walks away. His head hangs there, limp"
3,52,11.53,2,12.01,"The woman sits down at the other side of the table. She takes off her shoes and crosses her legs on the table, sighing. She says sarcastically ""Happy anniversary"""
3,53,12.089999999999998,1,12.09,"Close up of the back of a laptop. The camera pans up to the woman, typing something. Metallophone music starts playing in the background"
3,53,12.089999999999998,2,12.14,"On her computer screen: ""PROMETEUS ROBOTICS CHOOSE EVERLASTING LOVE"". With a click, the screen displays a lineup of six differently dressed men."
3,53,12.089999999999998,3,12.17,The woman types something before looking up
3,53,12.089999999999998,4,12.2,"Across the room, the man still sits there, his head down, hanging limply"
3,53,12.089999999999998,5,12.22,The woman looks back down at her screen before smiling
3,53,12.089999999999998,6,12.26,"On her screen: several pictures of a muscular, dark haired man."
3,54,12.28,1,12.28,The woman puts on a bluetooth headset before looking down at her screen again
3,54,12.28,2,12.31,"Screen briefly shows the same page with the man, before switching to a screen that says ""...DIALING: 0800 800 800..."" Sounds of a phone being dialed in the background"
3,54,12.28,3,12.34,"Close up of the woman's face. A woman on the other end of the phone says ""Hello you've reached Rachelite technical support, how may I help you?"" The woman replies: ""Hi. I, I'm unsatisfied with my current unit"" The customer support rep says ""Okay, what model do you currently have?"""
3,54,12.28,4,12.45,"The camera pans from the computer screen to a picture frame of the woman in a wedding dress hugging the man. Woman: ""It's the 100 series"" Customer service: ""And what seems to be the problem?"""
3,54,12.28,5,12.49,"Close up of the woman's face. Woman: ""He lacks ambition. He has no sense of adventure."" Customer service representative: ""Yes, that is a common malfunction with the 100 series."
3,55,12.59,1,12.59,"The customer service rep continues, ""Would it help if we upgraded you to a higher model?"" Woman: ""Yeah, would you be able to..."""
3,55,12.59,2,13.03,"Camera cuts to a view of the man sitting there, still limp. The woman continues... give me something"
3,55,12.59,3,13.06,"Camera cuts back to a view of the woman. She continues, ""a bit sportier?"" Customer service rep: ""Certainly. Do you have any preferences?"" Woman: ""Oh, um...."" as she clicks the computer"
3,55,12.59,4,13.13,"View of the computer screen, showing the same man. Woman: ""A rock climber. Oh no, a masseuse"""
3,55,12.59,5,13.19,"Camera slowly pans away from the woman at her computer. Woman: ""Oh wait. A rock climbing masseuse? Yeah, like the picture. Yeah, but no beard. Maybe just a 5 o'clock shadow. Yeah. And, could he have shorter hair? And blonde. Yeah. And...."""
3,55,12.59,6,13.39,The camera fades to black
3,56,13.41,1,13.41,A loud banging sound on the black screen. Sudden cut to a view of a doorbell. The woman's eye approaches the doorbell.
3,57,13.44,1,13.44,"A clicking sound as the door unlocks. The woman opens up the door to a delivery girl looking down at her clipboard. A large box that says ""Prometeus Robotics...."" is pushed into frame, and another delivery girl steps into frame"
3,57,13.44,2,13.51,Someone walks across frame to reveal a  layer of plastic. Sound of wrinkling plastic as it is pulled away
3,57,13.44,3,13.55,"Close up of the woman's face. She blinks, and the sound of wrinkling plastic continues"
3,57,13.44,4,13.57,"The delivery woman peels back the plastic to reveal a man, exactly as the woman described earlier."
3,57,13.44,5,14.02,Camera slowly zooms in on the woman's face. She looks intensely ahead. A delivery woman walks behind her. String music swells in the background.
3,58,14.12,1,14.12,The woman turns her head to see....
3,58,14.12,2,14.14,The delivery women have tied the original man to a cart and start to wheel him away
3,58,14.12,3,14.17,"Camera pans out from the woman's face as she looks at the original man. The new man is in the background, still partially wrapped in plastic"
3,58,14.12,4,14.24,"The woman starts walking over to the original man and the delivery women and says ""Um wait please"""
3,58,14.12,5,14.28,The woman gives the original man a quick kiss before backing away
3,59,14.31,1,14.31,Close up of the woman's hands as she takes a ring off of the original man's ring finger
3,60,14.34,1,14.34,Close up of the woman's hands as she puts the ring on the new man's ring finger. She sets the man's hand down and pats it gently
3,61,14.430000000000001,1,14.43,"Close up of the woman's hands on the man's neck. She flicks the switch with a click, and an electronic whine starts"
3,61,14.430000000000001,2,14.45,The whine continues. The woman walks across the frame and the man sits there motionless
3,61,14.430000000000001,3,14.47,The woman sits down and looks expectantly at the man
3,61,14.430000000000001,4,14.5,"The man blinks. With an electronic whine, he looks around. He then grabs the napkin next to him and sits up"
3,62,15.01,1,15.01,"The woman asks cautiously ""Glass of wine?"" and looks at the man"
3,62,15.01,2,15.05,"The man, looking down, replies ""No thanks, I've got a big climb tomorrow as he eats a bite of food."
3,62,15.01,3,15.08,The woman looks back before looking down again
3,63,15.1,1,15.1,"The man looks at the woman and says ""the asparagus is very tender"""
3,63,15.1,2,15.12,"The woman looks back hesitantly before smiling, nodding and saying ""Yes, dear"""
3,63,15.1,3,15.16,"Back to the man, who says ""They say it's an aphrodisiac, you know?"" while eating a piece"
3,63,15.1,4,15.21,"The woman, smiling, asks ""Who does?"""
3,63,15.1,5,15.23,"The man, shaking his head and smiling slightly says ""I don't know, it's just what people say"" before standing up"
3,64,15.29,1,15.29,The man slowly walks across the room until he's behind the woman
3,65,15.37,1,15.37,"The man starts to massage the woman's shoulders. He says, ""So, tell me about your day dear"""
3,65,15.37,2,15.42,"The woman says ""Oh, I went into town this morning to pick up some stuff for tonight."""
3,65,15.37,3,15.49,The man looks down while continuing to massage her
3,65,15.37,4,15.51,"The woman continues, ""then um, I went for light lunch with Anna"""
3,65,15.37,5,15.57,"Close up of the man's hands. He says ""Hm? Then what?"""
3,65,15.37,6,15.59,"Back to the woman, who, chuckling, says ""Um, and then I decided..."""
3,65,15.37,7,16.03,"Close up of the man's hands. His hands move up her shoulders. The woman continues, ""since it's our anniversary, to"""
3,65,15.37,8,16.05,"The man's left hand moves up to the woman's neck. Woman: ""...treat myself and I..."""
3,66,16.07,1,16.07,"With a click sound, the woman suddenly stops talking"
3,66,16.07,2,16.09,The woman's neck goes limp and her head hangs
3,66,16.07,3,16.11,The man looks up and smiles slightly before walking away
3,66,16.07,4,16.13,"View of the woman's face hanging there, expressionless. The man walks away"
3,67,16.17,1,16.17,"View of the woman's neck, revealing a switch."
3,67,16.17,2,16.22,"Camera pans up. In the background the man walks across the room and sits down on a sofa with a cigarette and turns on the TV, crossing his legs"
3,67,16.17,3,16.17,"Close up of the man's emotionless face as he smokes, with the TV going in the background."
4,68,16.39,1,16.39,"""THE SHOE"" in bold white text fades in on a black screen"
4,69,16.45,1,16.45,Close up of a dirty black running shoe lying on a sidewalk. How They Get There appears in bold black text in the upper left corner of the screen before fading out
4,69,16.45,2,16.54,Shoe turns upright. Person wearing the shoe is tapping their foot
4,69,16.45,3,17.02,Camera cuts to side view of the shoe. A candy wrapper falls to the ground next to the shoe
4,70,17.04,1,17.04,Camera cuts to a close up of a milk carton being opened
4,70,17.04,2,17.13,Camera cuts to a close up of a man's face looking down. He smiles slightly and licks his lips.
4,70,17.04,3,17.15,"Camera cuts to close up of the milk carton, with the man squinting and looking into it"
4,70,17.04,4,17.17,The man takes a drink from the milk carton and looks around before taking another sip.
4,71,17.24,1,17.24,The man sees a woman across the street who's walking. The woman is wearing a red shirt and black skirt.
4,72,17.28,1,17.28,We see the man leaning up against a maroon car. Another man in the background wearing a white tank top walks up to him and gestures confrontationally. The man with the milk retreats from the car
4,73,17.34,1,17.34,"The man with the milk walks away from the car, looking back across the street at the girl. He trips on the curb but recovers"
4,74,17.38,1,17.38,"The camera cuts to the girl across the street. She was looking at the man, but turns her head to face forward. While walking, she trips, perhaps miming the man"
4,74,17.38,2,17.43,"The man, who is looking at the girl, furrows his brow while continuing to walk."
4,75,17.47,1,17.47,The man places his milk carton down on an adjacent fence before looking back at the girl.
4,76,17.51,1,17.51,The girl mimes the man by raising her right hand as if she's placing a milk carton down. Two other men pass her on the sidewalk and they look back at her
4,76,17.51,2,17.53,"The man, looking at the girl, dips his back and sways his arms side to side rhythmically"
4,76,17.51,3,17.56,"The girl, looking back at the man, sways her arms back and forth in the same manner."
4,76,17.51,4,17.58,"Camera cuts back to the man, who is now smiling, continues to sway his arms in an exaggerated manner"
4,76,17.51,5,18.02,"The girl also sways her arms, smiling. She then ducks behind an electrical box and emerges, crouching, with her right hand placed on her head and waving."
4,76,17.51,6,18.06,"The man copies the girl, also placing his hand on top of his head and crouching over"
4,76,17.51,7,18.08,"The girl switches to miming an old man, with one hand placed on her back"
4,76,17.51,8,18.1,"The man does the same, copying the girl"
4,77,18.13,1,18.13,"Camera cuts back the girl, who suddenly stands upright in surprise. She looks back and places her hands over her mouth in alarm."
4,77,18.13,2,18.15,The man copies the girl. A car approaches in the background. The girl waves her hand in panic and a horn goes off in the background.
4,78,18.18,1,18.17,"The man, still copying the girl walks into the path of an oncoming car, oblivious"
4,78,18.18,2,18.19,"The car crashes into the man, breaking its windshield. The man flips over the hood of the car."
4,79,18.22,1,18.22,"With the girl recoiling in shock, the car ramps up another car, jumping into the air before crashing back down."
4,80,18.33,1,18.33,The girl sees a shoe flying through the air.
4,80,18.33,2,18.37,The shoe lands next to a curb and the camera starts panning to the right
4,80,18.33,3,18.43,Another black sneaker next to the curb comes into focus
5,81,18.54,1,18.54,"""KEITH REYNOLDS"" in bold white text fades in on a black screen, then quickly fades out"
5,82,19.01,1,19.01,A small blue sedan drives right on the black horizon towards a tall solid black building. The sky is bright with a couple clouds
5,83,19.12,1,19.12,"""Keith Reynolds can't make it tonight"" in bold white text on a black background appears"
5,84,19.15,1,19.15,"Closer view of the blue sedan in front of the building. Keith Reynolds, a blue stick figure, steps out of the car and starts walking"
5,84,19.15,2,19.23,Keith notices that he forgot his hat. He walks back into the car to retrieve it before continuing
5,85,19.33,1,19.33,"Upbeat music starts as the figure walks up the stairs. A narrator says ""This is Keith Reynolds, and today is promotion day"""
5,85,19.33,2,19.41,"Keith walks through the first floor and waves at his coworkers. Narrator: ""having worked at the company eight years, he's the most senior junior business analyst in the building"""
5,85,19.33,3,19.47,"Keith steps into the elevator alongside a coworker. Narrator: ""he's been waiting for this day for a very long time"""
5,86,19.51,1,19.51,"The elevator moves up to the 4th floor. Narrator: ""when he gets his promotion he'll finally be a successful businessman"""
5,86,19.51,2,19.55,"Keith exits the elevator to see his coworker Sarah bending over at a file cabinet. Narrator continues: ""this is important because it means Sarah will like him. That's her bending over now on the 4th floor"""
5,86,19.51,3,20.03,"Keith greets Sarah and gets a cup of coffee from a machine. Narrator: ""In an attempt to maybe trigger the beginnings of her wanting to spend the rest of her life with him, Keith Reynolds sometimes offers to make her a coffee"""
5,87,20.04,1,20.11,"Keith hands Sarah the cup of coffee before walking away. Narrator continues: ""She never wants one"""
5,87,20.04,2,20.13,"Keith picks up his suitcase on his way out. Sarah pours the coffee out the window, onto a man standing on a ladder outside the building. Narrator says: ""but Keith Reynolds always makes her a cup anyways"
5,88,20.17,1,20.17,"Camera pans to the second floor. Narrator: ""Meanwhile, on the second floor,"""
5,88,20.17,2,20.19,"Bill sees a man falling past his window. He gets up to see what happened. Narrator continues: ""Bill from human resources has just seen something or someone fall past the window"""
5,88,20.17,3,20.24,"Bill looks down the window before reaching for the phone. Narrator says: ""A quick check confirms that it was someone, and he phones an ambulance"""
5,89,20.28,1,20.28,"Camera pans back to Keith riding the elevator up. Narrator: ""Keith Reynold's reflection is looking confidently back at him from the shiny surface of the inside of the elevator"""
5,89,20.28,2,20.35,"Patrick Campbell shakes hands with the boss before walking to the elevator. Narrator: ""He pictures the handshake in his head..."""
5,89,20.28,3,20.38,"Keith walks out of the elevator, passing Patrick Campbell. Narrator continues: ""...the sound of the fat gold nib pen makes as he signs his name on the line"""
