movie_name,movie_num,seg_num,seg_start_time,subseg_num,subseg_start_time,text
catch_me_if_you_can,1,26,6.16,1,6.16,Hanratty walks closer to Frank lying on the ground.
catch_me_if_you_can,1,26,6.16,2,6.22,"The camera cuts to Frank as he says ""Okay, Carl...let's go home."" The camera zooms out, and Frank turns to lay in his side. Sound from a man's voice overlaps the clips saying ""The New Rochelle Rotary Club has a history that goes back to 1919."""
the_record,2,39,6.31,1,6.31,THE RECORD title appears on screen
the_record,2,40,6.37,1,6.37,The camera zooms in from outside of a yellow house to see a girl by the window. Sounds of city traffic play.
the_record,2,40,6.37,2,6.39,"A girl with red hair and a purple dress is sitting on a couch with a pizza box in her lap. She opens the pizza box, pulls out a slice, and raises it to her mouth about to take a bite."
the_record,2,41,6.43,1,6.43,"Just about to eat the pizza, the girl hears a knock at the door. She then gets a puzzled look on her face."
the_record,2,41,6.43,2,6.45,"The girl opens the door, looks around, and she sees no one there. Suddenly, she gets a surprised look on her face as she looks down."
the_record,2,42,6.48,1,6.48,We are shown a close up of the brown package at her feet.
the_record,2,42,6.48,2,6.5,"She brings the package inside, and sits back down on her couch with the package on her lap. Then, she proceeds to open the package."
the_record,2,43,6.58,1,6.58,Within the package is a record titled A SINGLE LIFE. She takes it out of the sleeve.
the_record,2,44,7.010000000000001,1,7.01,The girl gets up from the couch and places the record on the record player.
the_record,2,44,7.010000000000001,2,7.04,"The camera shows a close up of the record player. The girl places the arm on the disk, and the music starts to play."
the_record,2,44,7.010000000000001,3,7.06,The girl goes back to sitting on the couch where she proceeds to bop her head to the music. She picks up a slice of pizza from the box.
the_record,2,45,7.11,1,7.11,"The record then skips. The girl looks at the record player suspiciously. It can be noticed that part of the pizza slice that she was eating has disappeared. She is about to take a bite of the pizza having decided to ignore the skipping of the record. Suddenly, her face becomes shocked as she looks down at the pizza slice."
the_record,2,46,7.17,1,7.17,"There is a close up of the pizza which has bite marks in it, and it is halfway gone. The girl looks back at the record player with suspicion."
the_record,2,46,7.17,2,7.2,There is a close up of the record player spinning.
the_record,2,46,7.17,3,7.22,"The girl has an idea, and begins to stop the record."
the_record,2,47,7.24,1,7.24,We are shown a close up of her hand on the record stopping the music.
the_record,2,47,7.24,2,7.27,"The girl spins the record back and forth causing the music to skip around. As this occurs, her pizza slice reappears and disappears continuously. She then pauses for a second, and spins the record forward."
the_record,2,47,7.24,3,7.35,"From the girls perspective, there is a close up of the couch, the pizza box, the clock, a carton of milk, and the candle. As the sound of the record being turned is heard, the handles of the clock move. Meanwhile, the pizza slices disappear, and the candle melts all rather quickly. Then as the record is being spun in the opposite direction, the pizza slices reappear, the handles of the clock move in the opposite direction, and the candle forms back together."
the_record,2,47,7.24,4,7.38,The girl spins the record one more time.
the_record,2,48,7.4,1,7.4,"There is a close up of the girl's face with her mouth open and her eyes shut. All of a sudden, her eyes pop open, and she smiles."
the_record,2,48,7.4,2,7.42,"She jumps off of the couch as the song plays, and she moves over to the record player."
the_record,2,48,7.4,3,7.43,"We see another close up of the record player. She moves the arm more towards the middle the record, to a new position, and sets it down."
the_record,2,48,7.4,4,7.45,"The same girl appears in a different room. She has aged, and is now wearing a black/white blazer with a black shirt. On the back wall of the apartment is what appears to be a wedding photo of her older self. She comes to the realization of where she is, and her face becomes surprised as she looks down at her belly."
the_record,2,48,7.4,5,7.51,There is a close up of her pregnant belly.
the_record,2,48,7.4,6,7.53,She has a realization of the record and her pregnancy.
the_record,2,49,7.5600000000000005,1,7.56,"She begins to thinks, and turns the record back and forth. As this occurs the size of her belly shrinks and grows. After a couple of spins back and forth, she spins the record quickly forward."
the_record,2,49,7.5600000000000005,2,8.0,"A baby in a blue blanket appears in her arms, and it begins to cry."
the_record,2,49,7.5600000000000005,3,8.03,We come back to the close up of the record player. She moves the arm out on the record to a new position and sets it down.
the_record,2,50,8.05,1,8.05,"The girl is now a child in a new room. She is wearing a red dress, and carrying a doll. Nursery music begins to play. She looks down at herself, frowns, and then drops the doll. Next, she moves over to the record player."
the_record,2,50,8.05,2,8.1,"When we see the close up of the record player, it is shows that the girl is not tall enough to reach the arm on the record player. Her hand fumbles around until it knocks the arm over to a different spot."
the_record,2,51,8.12,1,8.12,"The girl now finds herself as a middle aged women. She glances around to find herself with grey hair, a broken leg, and she is sitting in the wheelchair of a new room.."
the_record,2,51,8.12,2,8.16,We see the close up of the girl's face as she sighs.
the_record,2,51,8.12,3,8.18,"She tries to wheel herself over to the record player; however, each time she does this the record skips and she lands right back where she started. As this occurs, her movements become more feverish and insistent on reaching the record player."
the_record,2,51,8.12,4,8.27,We see a close up of her face as she frowns and her eyes narrow.
the_record,2,51,8.12,5,8.3,"She is about to try once again to wheel herself over as the record skips. However, she accidentally tips her wheelchair backwards and falls."
the_record,2,51,8.12,6,8.32,We see a close up of the record player as the music skips.
the_record,2,52,8.34,1,8.34,"The girl is now an old woman who is lying on the ground with a walker in front of her. She is in the room of her older self while wearing a blue floral dress and she has white hair. She picks herself up, examines herself/her surroundings, and shuffles over to the record player with the assistance of the walker."
the_record,2,52,8.34,2,8.41,There is a close up of the record player as the arm moves in on the record reaching the end of the song.
the_record,2,53,8.45,1,8.45,"The scene skips time to the same room. However; this time the girl is not there. Instead, the walker she had carried falls over just as a lid falls on top of an urn to close it shut."
the_record,2,53,8.45,2,8.46,"We are once again shown a close up of the record player. This time the arm moves itself off of the record, and lays itself to the resting position. The screen fades to black."
the_boyfriend,3,54,8.49,1,8.49,THE BOYFRIEND title appears on screen.
the_boyfriend,3,54,8.49,2,8.54,The title fades as words HIGH MAINTENANCE appear. Soft music begins to play.
the_boyfriend,3,55,9.0,1,9.0,The scene opens to a dining room where a man and woman are silently eating. The sounds of their chewing and utensils moving can be heard. The camera moves around the room starting from a close up of back of the man's head to show the woman he is heating with from across the table.
the_boyfriend,3,55,9.0,2,9.09,The camera turns to show the man eating.
the_boyfriend,3,55,9.0,3,9.11,The camera is a close up of the woman's face as she eats.
the_boyfriend,3,55,9.0,4,9.14,"Again, the camera turns to show the man eating. This time, the view is even closer: one of just his face."
the_boyfriend,3,55,9.0,5,9.16,We are brought back to the view of the woman eating.
the_boyfriend,3,55,9.0,6,9.19,"Once again, we are shown a close up of the man eating."
the_boyfriend,3,56,9.23,1,9.23,The camera widens to show a view of both the man and the woman. The woman puts her napkin down on the table and gets up. She grabs a bottle of wine off of the table and is about to pour it in the man's empty glass.
the_boyfriend,3,56,9.23,2,9.26,"We see a close up of the wine glass as the man puts his hand over it. Then the camera cuts back to his face as he says ""Not for me dear,"" and he proceeds to continue eating."
the_boyfriend,3,56,9.23,3,9.29,"The camera shows just the woman as she sits back down in her seat. She sighs, looks at the man, and says ""You know it's our anniversary."""
the_boyfriend,3,57,9.35,1,9.35,"The scene is now occupied by a view of the man from over the woman's shoulder. He pauses eating to say ""You know I can't drink when I'm on call."" Then he continues to take another bite of his food."
the_boyfriend,3,57,9.35,2,9.4,We see another close up of the front of the woman's face. She grabs her glass of wine and chugs what was left of it. She sighs loudly.
the_boyfriend,3,57,9.35,3,9.51,The woman places her glass back on the table. Then she grabs the wine bottle and pours herself some more.
the_boyfriend,3,57,9.35,4,9.59,"The camera moves back to a view of the man from over the woman's shoulder. He is eating, but stops to say ""The asparagus is very tender."""
the_boyfriend,3,58,10.02,1,10.02,"The is another close up of the front of the woman's face. She responds to the man: ""Oh yeah."""
the_boyfriend,3,58,10.02,2,10.04,The camera cuts back to the front of the man's face as he puts another bite of food in his mouth.
the_boyfriend,3,58,10.02,3,10.06,"We see the woman's face in profile as a close up when she says ""They say it's an aphrodisiac."""
the_boyfriend,3,58,10.02,4,10.09,"During another close up of the man's face in profile he asks ""Who does?"""
the_boyfriend,3,58,10.02,5,10.11,"As we once again see a close up of the profile of the woman's face, she replies ""Oh, I don't know. People"". She eats another piece of food. While chewing she elaborates: ""That's just what people say."""
the_boyfriend,3,58,10.02,6,10.18,The camera cuts back and forth between closes up of the couple eating.
the_boyfriend,3,59,10.23,1,10.22,"The man asks, ""so dear, how was your day?"""
the_boyfriend,3,59,10.23,2,10.25,"The camera shows a view of the woman from over the man's shoulder. She scowls, pushes her chair back, and grabs her wine. As she stands, she yells ""Oh geez..."""
the_boyfriend,3,59,10.23,3,10.26,"The woman throws the wine from her glass across the table, so that it hits the man, as she continues to yell""...shut up and have a drink..."""
the_boyfriend,3,59,10.23,4,10.28,"The man's face is seen up close with droplets of wine trailing down it. The woman can be heard saying ""You're a computer analyst..."""
the_boyfriend,3,59,10.23,5,10.3,"The woman continues with ""not a fucking surgeon"" as the camera shows her sitting back down in her chair."
the_boyfriend,3,59,10.23,6,10.32,"The camera briefly moves back to the man who doesn't respond. Next, the woman continues to speak: ""Can't you just, I don't know, relax for once in your life."" As she is speaking her folding her napkin back over her lap can be seen."
the_boyfriend,3,60,10.37,1,10.37,"The woman looks up with an appalled face. She begins to admonish the man  ""Oh don't you dare..."""
the_boyfriend,3,60,10.37,2,10.39,We see the man bring a cigarette between his lips. The sound of the lighter can be heard.
the_boyfriend,3,60,10.37,3,10.41,"The camera moves back to a shot of the woman as she continues speaking ""...smoke in my house."" She can be seen getting up from her chair."
the_boyfriend,3,60,10.37,4,10.43,A close up of the man is show with the now lit cigarette in his mouth. The woman's shoes can be heard walking over to him. Her hand appears as she takes the cigarette out of his mouth.
the_boyfriend,3,60,10.37,5,10.45,The woman's retreating form is shown as she walks back to her seat with the cigarette in hand.
the_boyfriend,3,60,10.37,6,10.47,"The woman puts out the cigarette on an ash tray, which the camera zooms in on. She looks up from the cigarette to a sound of the man's lighter."
the_boyfriend,3,60,10.37,7,10.49,There is a close up of the man as he inhales a new lit cigarette and exhales the smoke.
the_boyfriend,3,61,10.51,1,10.51,"The woman looks back at the man and begins to complain. As she returns to her seat she states, ""Yeah, that's right. Pass the smoke. That's entirely what I wanted for my anniversary..."""
the_boyfriend,3,61,10.51,2,11.01,"The woman continues to complain as there is a close up of her face. All while resuming to eat again, she says ""Followed by some stilted conversation. And if I'm really lucky by some short mechanical sex."""
the_boyfriend,3,61,10.51,3,11.08,"The man looks up at her, and says nothing. The woman remains silent as she chews her food."
the_boyfriend,3,62,11.18,1,11.18,"The woman places her fork down. She begins to apologize: ""I'm sorry."""
the_boyfriend,3,62,11.18,2,11.21,"The camera shows her back as she gets up an moves towards the man. She says ""Come here,"" sits on his lap and continues to speak."
the_boyfriend,3,62,11.18,3,11.3,"There is a close up of the faces of the man and the woman. The man has a blank expression as the woman speaks: ""There. There. I didn't mean what I said."""
the_boyfriend,3,63,11.38,1,11.38,The woman strokes the man's hair. We can see the back of his head as her fingers trail down to his neck. She pushes down his shirt collar to reveal a robot switch.
the_boyfriend,3,63,11.38,2,11.44,A close up of the woman's face portrays her sad face as she looks over the mans shoulder.
the_boyfriend,3,63,11.38,3,11.46,The camera shifts back to the close up of the man's neck. The woman's finger turns the switch off.
the_boyfriend,3,63,11.38,4,11.5,The man's face is blank as his chin falls onto the woman's shoulder bearing no weight of its own.
the_boyfriend,3,64,11.53,1,11.53,"The woman sighs, and she pushes the man off of her. She gets up and returns to her side of the table. All the while the man's head sags and he lies motionless in the chair."
the_boyfriend,3,64,11.53,2,12.02,"The woman sits back in her chair. She takes her shoes off and puts her feet on the table. She snidely looks at the man and says ""Happy Anniversary"""
the_boyfriend,3,65,12.089999999999998,1,12.09,We start the scene with the logo of a mac computer. The camera moves up to show the woman typing on the computer as piano music begins to play.
the_boyfriend,3,65,12.089999999999998,2,12.14,The screen of the computer is show. It reads PROMETEUS ROBOTICS CHOOSE EVERLASTING LOVE. The woman clicks on the website and pictures of men appear below their name and number.
the_boyfriend,3,65,12.089999999999998,3,12.17,The woman raises her eyebrow and resumes typing. She pauses and glances back into the dining room where the man still sits. She shifts back to the computer and smiles.
the_boyfriend,3,65,12.089999999999998,4,12.16,The screen shows one guy in particular named Paul with several photos of him.
the_boyfriend,3,66,12.29,1,12.29,The woman puts on an earphone and calls the number to the business. The soft music the was playing beings to fade.
the_boyfriend,3,66,12.29,2,12.33,The sound of a phone dialing begins. On the screen appears ...DIALING: 0800 800 800..
the_boyfriend,3,66,12.29,3,12.35,"There is a woman on the other end of the line who speaks: ""Hello you've reached Rache-line technical support. How can I help you?"" The woman responds with ""Hi, I'm unsatisfied with my current unit."" The soft music resumes."
the_boyfriend,3,66,12.29,4,12.44,"The lady on the line then asks ""Okay, what model do you currently have?"" As the woman responds with ""It's the one-hundred series,"" her eyes trail over to her wedding photo. The lady on the line responds with ""And what seems to be the problem?"""
the_boyfriend,3,66,12.29,5,12.49,"The camera cuts back to the woman on the phone. She tells the lady on the line ""He lacks ambition. He has no sense of adventure."" The lady on the line agrees: ""Yes, that is a common malfunction with the one-hundred series. Would it help if we upgraded you to a higher model?"""
the_boyfriend,3,67,12.59,1,12.59,"The woman nods and answers ""Yeah would you be able to give me something a bit sportier?"" He gaze shifts back to the dinning room."
the_boyfriend,3,67,12.59,2,13.08,"The lady on the line responds: ""Certainly. Do you have any preferences?"" The woman is quick to answer ""Oh..um.. how about..."""
the_boyfriend,3,67,12.59,3,13.13,"There is a close up of the screen. Which shows pictures of Paul again. She continues to speak, saying ""...a rock climber."" She click on one of the photos of Paul and says ""Oh, no. A masseuse."""
the_boyfriend,3,67,12.59,4,13.19,"The camera widens to show the woman sitting at her desk. She hastens to say ""Oh wait. A rock climbing masseuse?"" She pauses, and then answers the lady on the line to say ""Yeah, like the picture."" There is another short pause before the woman says ""Yeah, but no beard. Maybe just a 5 o'clock shadow."""
the_boyfriend,3,67,12.59,5,13.3,"The camera zooms out to show the woman further and further away. She continues to speak on the phone: ""Yeah and could he have shorter hair?"" He words begin to fade as the camera zooms to black."
the_boyfriend,3,68,13.41,1,13.41,There is a knock on the door the ends the music. A close up of the woman looking into her peephole appears.
the_boyfriend,3,69,13.44,1,13.44,"The woman opens the door to see a delivery woman and a large package being lowered from a dolly. The package says PROMETEUS ROBOTICS CHOOSE EVERLASTING LOVE. A second delivery woman, who lowered the package, moves in front of the door."
the_boyfriend,3,69,13.44,2,13.51,"The delivery woman bring the package indoors, and they begin to rustle with the plastic that contains the package."
the_boyfriend,3,69,13.44,3,13.57,The woman stands with her mouth slightly open as she sees the plastic being unwrapped from the new man's face. A different music begins to play.
the_boyfriend,3,70,14.12,1,14.12,The woman turns to see the old boyfriend being moved out of the house strapped to a dolly by the two delivery women.
the_boyfriend,3,70,14.12,2,14.23,"The woman moves forwards and says ""Uh wait. Please."" The delivery women stop wheeling out the old boyfriend."
the_boyfriend,3,70,14.12,3,14.28,There is a close up of the man's lifeless face as the woman kisses him.
the_boyfriend,3,71,14.31,1,14.31,The camera shows a close up the man's hand as the woman removes the ring from his finger.
the_boyfriend,3,72,14.34,1,14.34,"The woman put the ring on the new man's finger, and places his hand back down on the dining room table."
the_boyfriend,3,73,14.430000000000001,1,14.43,There is a close up of the back of the new man's neck as the woman turns on the switch. The sound of the man powering on occurs. As the woman moves back to her chair to watch it occur.
the_boyfriend,3,73,14.430000000000001,2,14.51,The man's eyes blink and he looks around him. He grabs the napkin off of the table and places it on his lap.
the_boyfriend,3,74,15.01,1,15.01,"The woman asks him ""Glass of wine?"" He responds: ""No thanks, I've got a big client tomorrow"". Then he takes a bite of his food."
the_boyfriend,3,75,15.1,1,15.1,"The woman is silent. Soon the man comments ""The asparagus is very tender."" The woman smiles as she says ""Yes dear."" The man replies ""They say it's an aphrodisiac, you know"" before taking a bite of the asparagus."
the_boyfriend,3,75,15.1,2,15.21,"The woman smiles again. She asks the man ""Who does?"". To which he tilts his head and responds ""I don't know, just what people say."""
the_boyfriend,3,77,15.29,1,15.29,The man rises from his seat and walks behind the woman.
the_boyfriend,3,78,15.37,1,15.37,"He begins to massage her shoulders and says to her ""So tell me about your day dear."" She blinks a little, surprised. Then she replies ""Oh, I went into town this morning to pick up some stuff for tonight..."""
the_boyfriend,3,78,15.37,2,15.48,"The camera cuts to a close up of the man's face as he looks down at the woman, listening."
the_boyfriend,3,78,15.37,3,15.51,"The woman sighs enjoying the massage and continues: ""...And um, I went for a light lunch with Anna""."
the_boyfriend,3,78,15.37,4,15.56,"The camera cuts to a close up of the man's hands as he massages the woman's shoulders. He says, ""and then what?"""
the_boyfriend,3,78,15.37,5,15.59,"The woman closes her eyes and moans. She laughs a little before saying ""And um then I decided since..."""
the_boyfriend,3,78,15.37,6,16.04,"The is another close up of the back of the woman's shoulders as he massages her. She continues to speak ""...it's our anniversary, I decided to treat myself. And I"""
the_boyfriend,3,79,16.07,1,16.07,"We see a close up of the woman's face as she abruptly stops talking. The click of a switch can be heard, as the man shuts her off. Her head falls forward."
the_boyfriend,3,79,16.07,2,16.11,The man remains calm as he walks away. The woman's blank face is focused on as his footsteps retreat. The sound of a lighter can be heard.
the_boyfriend,3,80,16.17,1,16.17,"The camera starts from the back of the woman, where a switch can be seen on her neck. It moves up to show the man sitting on the couch with a cigarette between his lips. He grabs the remote, puts his feet up and turns on the television."
the_boyfriend,3,80,16.17,2,16.28,The sound of cheering on the TV can be heard as he takes a puff of his cigarette.
the_boyfriend,3,80,16.17,3,16.32,"A close up of his face is shown as he removes the cigarette from his lips and exhales smoke. His eyes look empty as he stares into the TV, and the scene fades to black."
the_shoe,4,81,16.39,1,16.39,The title THE SHOE appears on screen.
the_shoe,4,82,16.45,1,16.45,The screen opens to a close up of a shoe lying sideways on a sidewalk. The words HOW THEY GET THERE fade onto the corner of the screen. Music begins to play.
the_shoe,4,82,16.45,2,16.45,"The shoe begins to move up from its side so that it is planted on the ground. As the music continues to play, the shoe begins to tap in time to the beat."
the_shoe,4,82,16.45,3,17.01,The camera shifts to a side ankle of the shoe. For a second it stops taping. A chips ahoy cookie wrapper comes into view as it falls to the ground.
the_shoe,4,83,17.04,1,17.04,The camera shifts to a close up of a milk carton. A hand slowly and deliberately opens the milk carton.
the_shoe,4,83,17.04,2,17.13,Focus shifts to a man's face. He is looking down and licks his lips.
the_shoe,4,83,17.04,3,17.15,The camera moves to a close up of the milk carton as the man peers into its opening. He then proceeds to take a drink from the milk.
the_shoe,4,84,17.24,1,17.24,"The man pauses then takes another drink of his milk. He looks across the street, from where is his perched on his car, to see a woman walking down the sidewalk."
the_shoe,4,85,17.28,1,17.28,"An older man walk outside from a house nearby. He approaches the guy leaning on his car before getting in the vehicle. No words are said, but the music continues to play."
the_shoe,4,86,17.34,1,17.34,"The younger man walks away from the car. As he steps on the sidewalk from the street he trips, but soon recovers."
the_shoe,4,87,17.38,1,17.38,"As the man is walking, he looks over at the woman. The camera cuts to her as she feigns tripping."
